type|code|description|section
CLASS|50.30.0|Trasporto per vie d'acqua interne di passeggeri|H
CLASS|50.30.00|Trasporto per vie d'acqua interne di passeggeri|H
GROUP|50.4|Trasporto per vie d'acqua interne di merci|H
GROUP|50.40|Trasporto per vie d'acqua interne di merci|H
CLASS|50.40.0|Trasporto per vie d'acqua interne di merci|H
CLASS|50.40.00|Trasporto per vie d'acqua interne di merci|H
DIVISION|51|Trasporto aereo|H
GROUP|51.1|Trasporto aereo di passeggeri|H
GROUP|51.10|Trasporto aereo di passeggeri|H
CLASS|51.10.1|Trasporto aereo di linea di passeggeri|H
CLASS|51.10.10|Trasporto aereo di linea di passeggeri|H
CLASS|51.10.2|Trasporto aereo non di linea di passeggeri|H
CLASS|51.10.20|Trasporto aereo non di linea di passeggeri|H
GROUP|51.2|Trasporto aereo di merci e trasporto spaziale|H
GROUP|51.21|Trasporto aereo di merci|H
CLASS|51.21.0|Trasporto aereo di merci|H
CLASS|51.21.00|Trasporto aereo di merci|H
GROUP|51.22|Trasporto spaziale|H
CLASS|51.22.0|Trasporto spaziale|H
CLASS|51.22.00|Trasporto spaziale|H
DIVISION|52|Magazzinaggio| deposito e attività di supporto ai trasporti|H
GROUP|52.1|Magazzinaggio e deposito|H
GROUP|52.10|Magazzinaggio e deposito|H
CLASS|52.10.1|Magazzinaggio e deposito non refrigerato|H
CLASS|52.10.10|Magazzinaggio e deposito non refrigerato|H
CLASS|52.10.2|Magazzinaggio e deposito refrigerato|H
CLASS|52.10.20|Magazzinaggio e deposito refrigerato|H
GROUP|52.2|Attività di supporto ai trasporti|H
GROUP|52.21|Servizi di supporto al trasporto terrestre|H
CLASS|52.21.1|Gestione di infrastrutture ferroviarie|H
CLASS|52.21.10|Gestione di infrastrutture ferroviarie|H
CLASS|52.21.2|Gestione e manutenzione di strade|H
CLASS|52.21.20|Gestione e manutenzione di strade|H
CLASS|52.21.3|Gestione di stazioni per autobus|H
CLASS|52.21.30|Gestione di stazioni per autobus|H
CLASS|52.21.4|Gestione di centri di movimentazione merci|H
CLASS|52.21.40|Gestione di centri di movimentazione merci|H
CLASS|52.21.5|Gestione di parcheggi e autorimesse|H
CLASS|52.21.50|Gestione di parcheggi e autorimesse|H
CLASS|52.21.6|Attività di traino e soccorso stradale|H
CLASS|52.21.60|Attività di traino e soccorso stradale|H
CLASS|52.21.9|Altri servizi di supporto al trasporto terrestre|H
CLASS|52.21.90|Altri servizi di supporto al trasporto terrestre|H
GROUP|52.22|Servizi di supporto al trasporto marittimo e per vie d'acqua interne|H
CLASS|52.22.0|Servizi di supporto al trasporto marittimo e per vie d'acqua interne|H
CLASS|52.22.01|Liquefazione e rigassificazione di gas a scopo di trasporto marittimo e per vie d'acqua interne|H
CLASS|52.22.09|Altri servizi di supporto al trasporto marittimo e per vie d'acqua interne|H
GROUP|52.23|Servizi di supporto al trasporto aereo|H
CLASS|52.23.0|Servizi di supporto al trasporto aereo|H
CLASS|52.23.00|Servizi di supporto al trasporto aereo|H
GROUP|52.24|Movimentazione merci|H
CLASS|52.24.1|Movimentazione merci relativa a trasporti aerei|H
CLASS|52.24.10|Movimentazione merci relativa a trasporti aerei|H
CLASS|52.24.2|Movimentazione merci relativa a trasporti marittimi e per vie d'acqua interne|H
CLASS|52.24.20|Movimentazione merci relativa a trasporti marittimi e per vie d'acqua interne|H
CLASS|52.24.3|Movimentazione merci relativa a trasporti ferroviari|H
CLASS|52.24.30|Movimentazione merci relativa a trasporti ferroviari|H
CLASS|52.24.4|Movimentazione merci relativa ad altri trasporti terrestri|H
CLASS|52.24.40|Movimentazione merci relativa ad altri trasporti terrestri|H
GROUP|52.25|Servizi di logistica|H
CLASS|52.25.0|Servizi di logistica|H
CLASS|52.25.01|Servizi di logistica per opere d'arte|H
CLASS|52.25.09|Altri servizi di logistica|H
GROUP|52.26|Altre attività di supporto ai trasporti|H
CLASS|52.26.0|Altre attività di supporto ai trasporti|H
CLASS|52.26.01|Attività di agenti e agenzie di dogana|H
CLASS|52.26.02|Attività di spedizione merci|H
GROUP|52.3|Attività di servizi di intermediazione per il trasporto|H
GROUP|52.31|Attività di servizi di intermediazione per il trasporto di merci|H
CLASS|52.31.0|Attività di servizi di intermediazione per il trasporto di merci|H
CLASS|52.31.00|Attività di servizi di intermediazione per il trasporto di merci|H
GROUP|52.32|Attività di servizi di intermediazione per il trasporto di passeggeri|H
CLASS|52.32.0|Attività di servizi di intermediazione per il trasporto di passeggeri|H
CLASS|52.32.00|Attività di servizi di intermediazione per il trasporto di passeggeri|H
DIVISION|53|Attività postali e di corriere|H
GROUP|53.1|Attività postali con obbligo di servizio universale|H
GROUP|53.10|Attività postali con obbligo di servizio universale|H
CLASS|53.10.0|Attività postali con obbligo di servizio universale|H
CLASS|53.10.00|Attività postali con obbligo di servizio universale|H
GROUP|53.2|Altre attività postali e di corriere|H
GROUP|53.20|Altre attività postali e di corriere|H
CLASS|53.20.0|Altre attività postali e di corriere|H
CLASS|53.20.00|Altre attività postali e di corriere|H
GROUP|53.3|Attività di servizi di intermediazione per attività postali e di corriere|H
GROUP|53.30|Attività di servizi di intermediazione per attività postali e di corriere|H
CLASS|53.30.0|Attività di servizi di intermediazione per attività postali e di corriere|H
CLASS|53.30.00|Attività di servizi di intermediazione per attività postali e di corriere|H
SECTION|I|ATTIVITÀ DEI SERVIZI DI ALLOGGIO E DI RISTORAZIONE
DIVISION|55|Servizi di alloggio|I
GROUP|55.1|Servizi di alloggio di alberghi e simili|I
GROUP|55.10|Servizi di alloggio di alberghi e simili|I
CLASS|55.10.0|Servizi di alloggio di alberghi e simili|I
CLASS|55.10.00|Servizi di alloggio di alberghi e simili|I
GROUP|55.2|Servizi di alloggio per vacanze e altri soggiorni di breve durata|I
GROUP|55.20|Servizi di alloggio per vacanze e altri soggiorni di breve durata|I
CLASS|55.20.1|Ostelli|I
CLASS|55.20.10|Ostelli|I
CLASS|55.20.2|Rifugi e baite di montagna|I
CLASS|55.20.20|Rifugi e baite di montagna|I
CLASS|55.20.3|Case religiose e sociali di ospitalità|I
CLASS|55.20.31|Case religiose di ospitalità|I
CLASS|55.20.32|Altre case sociali di ospitalità|I
CLASS|55.20.4|Bed and breakfast| servizi di alloggio in camere| case e appartamenti per vacanze|I
CLASS|55.20.41|Bed and breakfast|I
CLASS|55.20.42|Servizi di alloggio in camere| case e appartamenti per vacanze|I
CLASS|55.20.5|Servizi di alloggio in aziende agricole e ittiche|I
CLASS|55.20.51|Servizi di alloggio in aziende agricole|I
CLASS|55.20.52|Servizi di alloggio in aziende ittiche|I
GROUP|55.3|Servizi di aree di campeggio e aree attrezzate per veicoli ricreazionali|I
GROUP|55.30|Servizi di aree di campeggio e aree attrezzate per veicoli ricreazionali|I
CLASS|55.30.0|Servizi di aree di campeggio e aree attrezzate per veicoli ricreazionali|I
CLASS|55.30.01|Campeggi|I
CLASS|55.30.02|Villaggi turistici e alloggi glamping|I
CLASS|55.30.03|Aree attrezzate per veicoli ricreazionali|I
CLASS|55.30.04|Marina resort|I
GROUP|55.4|Attività di servizi di intermediazione per servizi di alloggio|I
GROUP|55.40|Attività di servizi di intermediazione per servizi di alloggio|I
CLASS|55.40.0|Attività di servizi di intermediazione per servizi di alloggio|I
CLASS|55.40.00|Attività di servizi di intermediazione per servizi di alloggio|I
GROUP|55.9|Altri servizi di alloggio|I
GROUP|55.90|Altri servizi di alloggio|I
CLASS|55.90.0|Altri servizi di alloggio|I
CLASS|55.90.00|Altri servizi di alloggio|I
DIVISION|56|Attività di servizi di ristorazione|I
GROUP|56.1|Attività di ristoranti e di servizi di ristorazione mobile|I
GROUP|56.11|Attività di ristoranti|I
CLASS|56.11.1|Attività di ristoranti| escluse gelaterie e pasticcerie|I
CLASS|56.11.11|Attività di ristoranti con servizio al tavolo| escluse gelaterie e pasticcerie|I
CLASS|56.11.12|Attività di ristoranti senza servizio al tavolo o da asporto| escluse gelaterie e pasticcerie|I
CLASS|56.11.2|Attività di gelaterie e pasticcerie|I
CLASS|56.11.21|Attività di gelaterie con servizio al tavolo|I
CLASS|56.11.22|Attività di gelaterie senza servizio al tavolo o da asporto|I
CLASS|56.11.23|Attività di pasticcerie con servizio al tavolo|I
CLASS|56.11.24|Attività di pasticcerie senza servizio al tavolo o da asporto|I
CLASS|56.11.9|Attività di ristoranti n.c.a.|I
CLASS|56.11.91|Attività di ristoranti connesse alle aziende agricole|I
CLASS|56.11.92|Attività di ristoranti connesse alle aziende ittiche|I
CLASS|56.11.93|Attività di ristoranti a bordo di mezzi di trasporto|I
GROUP|56.12|Attività di servizi di ristorazione mobile|I
CLASS|56.12.0|Attività di servizi di ristorazione mobile|I
CLASS|56.12.01|Attività di servizi di ristorazione mobile di ristoranti e altri esercizi di ristorazione simili|I
CLASS|56.12.02|Attività di servizi di ristorazione mobile di gelaterie|I
CLASS|56.12.03|Attività di servizi di ristorazione mobile di pasticcerie|I
GROUP|56.2|Attività di servizi di catering per eventi| catering su base contrattuale e altri servizi|I
GROUP|56.21|Attività di catering per eventi|I
CLASS|56.21.0|Attività di catering per eventi|I
CLASS|56.21.01|Attività di catering per eventi presso location dei clienti|I
CLASS|56.21.02|Attività di catering per eventi presso sale per banchetti|I
GROUP|56.22|Attività di servizi di catering su base contrattuale e altri servizi di ristorazione|I
CLASS|56.22.0|Attività di servizi di catering su base contrattuale e altri servizi di ristorazione|I
CLASS|56.22.01|Attività di servizi di catering su base contrattuale|I
CLASS|56.22.02|Altri servizi di ristorazione|I
GROUP|56.3|Attività di somministrazione di bevande|I
GROUP|56.30|Attività di somministrazione di bevande|I
CLASS|56.30.0|Attività di somministrazione di bevande|I
CLASS|56.30.01|Attività di somministrazione di bevande in bar e caffetterie|I
CLASS|56.30.02|Attività di somministrazione di bevande in lounge cocktail bar|I
CLASS|56.30.03|Attività di somministrazione mobile di bevande|I
CLASS|56.30.04|Attività di somministrazione di bevande a bordo di mezzi di trasporto|I
GROUP|56.4|Attività di servizi di intermediazione per servizi di ristorazione|I
GROUP|56.40|Attività di servizi di intermediazione per servizi di ristorazione|I
CLASS|56.40.0|Attività di servizi di intermediazione per servizi di ristorazione|I
CLASS|56.40.00|Attività di servizi di intermediazione per servizi di ristorazione|I
SECTION|J|ATTIVITÀ EDITORIALI| TRASMISSIONI RADIOFONICHE E
DIVISION|58|Attività editoriali|J
GROUP|58.1|Edizione di libri| quotidiani e altre attività editoriali| esclusa l'edizione di software|J
GROUP|58.11|Edizione di libri|J
CLASS|58.11.0|Edizione di libri|J
CLASS|58.11.00|Edizione di libri|J
GROUP|58.12|Edizione di quotidiani|J
CLASS|58.12.0|Edizione di quotidiani|J
CLASS|58.12.00|Edizione di quotidiani|J
GROUP|58.13|Edizione di riviste e periodici|J
CLASS|58.13.0|Edizione di riviste e periodici|J
CLASS|58.13.00|Edizione di riviste e periodici|J
GROUP|58.19|Altre attività editoriali| esclusa l'edizione di software|J
CLASS|58.19.0|Altre attività editoriali| esclusa l'edizione di software|J
CLASS|58.19.00|Altre attività editoriali| esclusa l'edizione di software|J
GROUP|58.2|Edizione di software|J
GROUP|58.21|Edizione di videogiochi|J
CLASS|58.21.0|Edizione di videogiochi|J
CLASS|58.21.00|Edizione di videogiochi|J
GROUP|58.29|Edizione di altri software|J
CLASS|58.29.0|Edizione di altri software|J
CLASS|58.29.00|Edizione di altri software|J
DIVISION|59|Attività di produzione| post-produzione e distribuzione cinematografica| di|J
GROUP|59.1|Attività di produzione| post-produzione e distribuzione cinematografica| di video e|J
GROUP|59.11|Attività di produzione cinematografica| di video e programmi televisivi|J
CLASS|59.11.0|Attività di produzione cinematografica| di video e programmi televisivi|J
CLASS|59.11.00|Attività di produzione cinematografica| di video e programmi televisivi|J
GROUP|59.12|Attività di post-produzione cinematografica| di video e programmi televisivi|J
CLASS|59.12.0|Attività di post-produzione cinematografica| di video e programmi televisivi|J
CLASS|59.12.00|Attività di post-produzione cinematografica| di video e programmi televisivi|J
GROUP|59.13|Attività di distribuzione cinematografica| di video e programmi televisivi|J
CLASS|59.13.0|Attività di distribuzione cinematografica| di video e programmi televisivi|J
CLASS|59.13.00|Attività di distribuzione cinematografica| di video e programmi televisivi|J
GROUP|59.14|Attività di proiezione cinematografica|J
CLASS|59.14.0|Attività di proiezione cinematografica|J
CLASS|59.14.00|Attività di proiezione cinematografica|J
GROUP|59.2|Attività di registrazione sonora e dell'editoria musicale|J
GROUP|59.20|Attività di registrazione sonora e dell'editoria musicale|J
CLASS|59.20.1|Attività di registrazione sonora|J
CLASS|59.20.10|Attività di registrazione sonora|J
CLASS|59.20.2|Editoria musicale|J
CLASS|59.20.20|Editoria musicale|J
DIVISION|60|Attività di programmazione| trasmissione| agenzie di stampa e altre attività di|J
GROUP|60.1|Attività di trasmissione radiofonica e distribuzione di audio|J
GROUP|60.10|Attività di trasmissione radiofonica e distribuzione di audio|J
CLASS|60.10.0|Attività di trasmissione radiofonica e distribuzione di audio|J
CLASS|60.10.00|Attività di trasmissione radiofonica e distribuzione di audio|J
GROUP|60.2|Attività di programmazione e trasmissione televisive e di distribuzione di video|J
GROUP|60.20|Attività di programmazione e trasmissione televisive e di distribuzione di video|J
CLASS|60.20.0|Attività di programmazione e trasmissione televisive e di distribuzione di video|J
CLASS|60.20.00|Attività di programmazione e trasmissione televisive e di distribuzione di video|J
GROUP|60.3|Attività delle agenzie di stampa e altre attività di distribuzione di contenuti|J
GROUP|60.31|Attività delle agenzie di stampa|J
CLASS|60.31.0|Attività delle agenzie di stampa|J
CLASS|60.31.00|Attività delle agenzie di stampa|J
GROUP|60.39|Altre attività di distribuzione di contenuti|J
CLASS|60.39.0|Altre attività di distribuzione di contenuti|J
CLASS|60.39.00|Altre attività di distribuzione di contenuti|J
SECTION|K|TELECOMUNICAZIONI| PROGRAMMAZIONE E CONSULENZA
DIVISION|61|Telecomunicazioni|K
GROUP|61.1|Attività di telecomunicazioni fisse| mobili e satellitari|K
GROUP|61.10|Attività di telecomunicazioni fisse| mobili e satellitari|K
CLASS|61.10.0|Attività di telecomunicazioni fisse| mobili e satellitari|K
CLASS|61.10.01|Attività di telecomunicazioni fisse|K
CLASS|61.10.02|Attività di telecomunicazioni mobili|K
CLASS|61.10.03|Attività di telecomunicazioni satellitari|K
GROUP|61.2|Attività di rivendita di telecomunicazioni e attività di servizi di intermediazione per|K
GROUP|61.20|Attività di rivendita di telecomunicazioni e attività di servizi di intermediazione per|K
CLASS|61.20.0|Attività di rivendita di telecomunicazioni e attività di servizi di intermediazione per|K
CLASS|61.20.00|Attività di rivendita di telecomunicazioni e attività di servizi di intermediazione per telecomunicazioni|K
GROUP|61.9|Altre attività di telecomunicazioni|K
GROUP|61.90|Altre attività di telecomunicazioni|K
CLASS|61.90.1|Erogazione di servizi di accesso a Internet|K
CLASS|61.90.10|Erogazione di servizi di accesso a Internet|K
CLASS|61.90.2|Erogazione di servizi di messaggistica e di notifica|K
CLASS|61.90.20|Erogazione di servizi di messaggistica e di notifica|K
CLASS|61.90.9|Altre attività di telecomunicazioni n.c.a.|K
CLASS|61.90.90|Altre attività di telecomunicazioni n.c.a.|K
DIVISION|62|Attività di programmazione| consulenza informatica e attività connesse|K
GROUP|62.1|Attività di programmazione informatica|K
GROUP|62.10|Attività di programmazione informatica|K
CLASS|62.10.0|Attività di programmazione informatica|K
CLASS|62.10.00|Attività di programmazione informatica|K
GROUP|62.2|Attività di consulenza informatica e di gestione di strutture informatiche|K
GROUP|62.20|Attività di consulenza informatica e di gestione di strutture informatiche|K
CLASS|62.20.1|Attività di consulenza informatica|K
CLASS|62.20.10|Attività di consulenza informatica|K
CLASS|62.20.2|Attività di gestione di strutture informatiche|K
CLASS|62.20.20|Attività di gestione di strutture informatiche|K
GROUP|62.9|Altre attività dei servizi connessi alle tecnologie dell'informazione e dell'informatica|K
GROUP|62.90|Altre attività dei servizi connessi alle tecnologie dell'informazione e dell'informatica|K
CLASS|62.90.0|Altre attività dei servizi connessi alle tecnologie dell'informazione e dell'informatica|K
CLASS|62.90.01|Configurazione di personal computer|K
CLASS|62.90.09|Altre attività dei servizi connessi alle tecnologie dell'informazione e dell'informatica n.c.a.|K
DIVISION|63|Infrastrutture informatiche| elaborazione dati| hosting e altri servizi di|K
GROUP|63.1|Infrastrutture informatiche| elaborazione dati| hosting e attività connesse|K
GROUP|63.10|Infrastrutture informatiche| elaborazione dati| hosting e attività connesse|K
